# Time Tags
# 2025-05-20 17:54:08
# Unit Time Tag: 80.955ps
# Unit Channel: 1
# Time Tag ; Channel
      39985957768766 ;                    1
      39985959188015 ;                    1
      39985959575689 ;                    2
      39985960272531 ;                    1
      39985961610623 ;                    1
      39985961832249 ;                    1
      39985961834205 ;                    1
      39985963680595 ;                    2
      39985963810783 ;                    1
      39985964825260 ;                    1
      39985964826592 ;                    2
      39985967110516 ;                    2
      39985967771811 ;                    1
      39985968973404 ;                    2
      39985969342891 ;                    1
      39985971111586 ;                    2
      39985971258088 ;                    2
      39985972021594 ;                    1
      39985972617818 ;                    2
      39985974884473 ;                    1
      39985975810155 ;                    1
      39985975826216 ;                    1
      39985978114871 ;                    2
      39985978480869 ;                    2
      39985978510309 ;                    1
      39985979924018 ;                    2
      39985980090706 ;                    1
      39985980376441 ;                    1
      39985980774326 ;                    2
      39985980950738 ;                    2
      39985984392389 ;                    2
      39985984910630 ;                    2
      39985985526353 ;                    1
      39985985718472 ;                    2
      39985985718486 ;                    1
      39985986852347 ;                    2
      39985989920179 ;                    2
      39985992747243 ;                    1
      39985994214510 ;                    2
      39985994278132 ;                    1
      39985994790877 ;                    2
      39985994951135 ;                    2
      39985995870864 ;                    2
      39985997006811 ;                    2
      39985997190283 ;                    2
      39985998005043 ;                    1
      39985999773920 ;                    2
      39986000929207 ;                    2
      39986000982757 ;                    2
      39986003133459 ;                    2
      39986003415371 ;                    1
      39986004276360 ;                    1
      39986004594866 ;                    2
      39986005056697 ;                    1
      39986006035692 ;                    2
      39986006349875 ;                    2
      39986006954193 ;                    2
      39986007464407 ;                    1
      39986007619310 ;                    1
      39986008163188 ;                    2
      39986008301792 ;                    1
      39986008302291 ;                    1
      39986008562794 ;                    1
      39986008643225 ;                    1
      39986010647538 ;                    1
      39986011681830 ;                    1
      39986011685547 ;                    1
      39986013741672 ;                    2
      39986015061024 ;                    2
      39986015214128 ;                    1
      39986015262403 ;                    2
      39986015647986 ;                    1
      39986016070142 ;                    1
      39986016105781 ;                    1
      39986016372139 ;                    2
      39986017371537 ;                    1
      39986018344752 ;                    2
      39986018363805 ;                    1
      39986018458908 ;                    1
      39986021274754 ;                    1
      39986024011400 ;                    1
      39986025471923 ;                    2
      39986025932697 ;                    2
      39986026397075 ;                    1
      39986026996165 ;                    2
      39986027626085 ;                    2
      39986028949371 ;                    2
      39986029079434 ;                    2
      39986029478246 ;                    2
      39986030137422 ;                    1
      39986030487570 ;                    1
      39986031473497 ;                    2
      39986031623527 ;                    2
      39986031805868 ;                    1
      39986033332017 ;                    2
      39986035046699 ;                    1
      39986035292280 ;                    1
      39986036369742 ;                    2
      39986037055515 ;                    1
      39986038013050 ;                    2
      39986041053885 ;                    2
      39986043012527 ;                    1
      39986044966883 ;                    1
      39986045080259 ;                    1
      39986045080992 ;                    1
      39986046500329 ;                    1
      39986047574902 ;                    2
      39986048698575 ;                    2
      39986048830397 ;                    1
      39986048974478 ;                    2
      39986049240187 ;                    2
      39986050047621 ;                    1
      39986050629290 ;                    2
      39986050649973 ;                    2
      39986050708063 ;                    2
      39986050824732 ;                    1
      39986051455907 ;                    2
      39986051456931 ;                    2
      39986051676202 ;                    2
      39986051676208 ;                    1
      39986052380875 ;                    1
      39986052663039 ;                    2
      39986055131568 ;                    2
      39986055244682 ;                    2
