# Time Tags
# 2025-05-20 17:47:44
# Unit Time Tag: 80.955ps
# Unit Channel: 1
# Time Tag ; Channel
      35279075890983 ;                    2
      35279076780921 ;                    1
      35279077047568 ;                    2
      35279077047572 ;                    1
      35279077416629 ;                    2
      35279078356883 ;                    2
      35279078886819 ;                    2
      35279078888693 ;                    2
      35279079383936 ;                    2
      35279083593035 ;                    1
      35279083632643 ;                    1
      35279083763745 ;                    2
      35279086451353 ;                    1
      35279087317150 ;                    1
      35279089259208 ;                    1
      35279089299798 ;                    2
      35279089394106 ;                    2
      35279090201167 ;                    2
      35279090278907 ;                    2
      35279090281307 ;                    2
      35279091928382 ;                    2
      35279093596201 ;                    1
      35279094689254 ;                    1
      35279095418478 ;                    1
      35279096590277 ;                    2
      35279097521669 ;                    2
      35279098450185 ;                    1
      35279099081716 ;                    2
      35279100254136 ;                    1
      35279101064090 ;                    1
      35279102708103 ;                    2
      35279102708112 ;                    1
      35279103459177 ;                    1
      35279103460500 ;                    1
      35279104001365 ;                    1
      35279104095115 ;                    2
      35279104235584 ;                    1
      35279104829455 ;                    1
      35279105696879 ;                    2
      35279106769523 ;                    2
      35279107465488 ;                    1
      35279107488280 ;                    2
      35279107800407 ;                    2
      35279108070572 ;                    2
      35279108416253 ;                    2
      35279108889579 ;                    2
      35279110291850 ;                    1
      35279110621391 ;                    2
      35279110717385 ;                    2
      35279111693886 ;                    2
      35279114604597 ;                    2
      35279114669542 ;                    2
      35279114769615 ;                    2
      35279114916307 ;                    2
      35279114998517 ;                    1
      35279116755792 ;                    1
      35279117283342 ;                    2
      35279119998155 ;                    2
      35279120236112 ;                    2
      35279120283584 ;                    2
      35279121289247 ;                    2
      35279121294750 ;                    2
      35279122141140 ;                    2
      35279122312123 ;                    2
      35279124413546 ;                    2
      35279126098937 ;                    2
      35279126456959 ;                    1
      35279126995071 ;                    2
      35279127370708 ;                    1
      35279128263205 ;                    2
      35279128263215 ;                    1
      35279128410922 ;                    1
      35279129757535 ;                    2
      35279129757543 ;                    1
      35285304817972 ;                    2
      35285306384953 ;                    2
      35285309065905 ;                    1
      35285310164424 ;                    2
      35285310222910 ;                    1
      35285310366628 ;                    2
      35285310690782 ;                    2
      35285310735587 ;                    2
      35285311135567 ;                    2
      35285311173760 ;                    2
      35285311252972 ;                    1
      35285314974301 ;                    2
      35285318544429 ;                    2
      35285319247431 ;                    1
      35285319480249 ;                    2
      35285320898890 ;                    2
      35285321056415 ;                    2
      35285321257476 ;                    2
      35285321257485 ;                    1
      35285321870579 ;                    2
      35285322290298 ;                    2
      35285323486317 ;                    1
      35285323573155 ;                    2
      35285326640828 ;                    2
      35285326640835 ;                    1
      35285327221103 ;                    2
      35285327257348 ;                    1
      35285328029484 ;                    1
      35285328141247 ;                    2
      35285329592383 ;                    2
      35285329592390 ;                    1
      35285329907116 ;                    2
      35285330128095 ;                    2
      35285330128100 ;                    1
      35285330255703 ;                    1
      35285330918079 ;                    1
      35285333042980 ;                    2
      35285333166154 ;                    2
      35285333488870 ;                    2
      35285334436195 ;                    1
      35285338565905 ;                    1
      35285338914167 ;                    2
      35285339392845 ;                    2
      35285340111498 ;                    2
      35285340225985 ;                    2
      35285340678895 ;                    2
      35285341252260 ;                    2
      35285341312828 ;                    1
      35285341875685 ;                    2
      35285342404872 ;                    1
      35285343463897 ;                    2
      35285347234394 ;                    2
      35285347324310 ;                    2
      35285348360453 ;                    2
      35285349268237 ;                    2
      35285351384862 ;                    1
      35285351945055 ;                    2
      35285352525652 ;                    2
      35285352526798 ;                    2
      35285352526798 ;                    1
      35285353050757 ;                    1
      35285353543073 ;                    1
      35285357307190 ;                    2
      35285358934639 ;                    1
      35285359054239 ;                    2
      35285361029136 ;                    1
      35285361175041 ;                    2
      35285361681386 ;                    2
      35285362281102 ;                    2
      35285362775893 ;                    2
      35285362824400 ;                    2
      35285362824428 ;                    1
      35285363008363 ;                    2
      35285363886796 ;                    1
      35285365673379 ;                    1
      35285366815268 ;                    2
      35285367747931 ;                    2
      35285367791665 ;                    2
      35285367934257 ;                    1
      35285369073237 ;                    2
      35285369143155 ;                    2
      35285371492485 ;                    1
      35285372160401 ;                    1
      35285377227639 ;                    1
      35285378009842 ;                    1
      35285378232856 ;                    2
      35285378305904 ;                    1
      35285379083976 ;                    2
      35285379596312 ;                    2
      35285380106955 ;                    2
      35285380820951 ;                    2
      35285381479252 ;                    1
      35285383353299 ;                    1
      35285383601693 ;                    1
      35285384169565 ;                    2
      35285384263694 ;                    1
      35285384312417 ;                    2
      35285385264921 ;                    2
      35285386837760 ;                    2
      35285387754836 ;                    2
      35285387931894 ;                    1
      35285388910436 ;                    1
      35285389929984 ;                    2
      35285390396556 ;                    1
      35285392061982 ;                    1
      35285393732543 ;                    2
      35285394617070 ;                    1
      35285395516091 ;                    2
      35285396104252 ;                    2
      35285396386700 ;                    1
      35285397560307 ;                    2
      35285398542942 ;                    1
      35285398555074 ;                    2
      35285400935289 ;                    2
      35285400935296 ;                    1
      35285401799686 ;                    2
      35285402577347 ;                    2
      35285403129555 ;                    2
      35285403808721 ;                    1
      35285404757269 ;                    2
      35285405945164 ;                    2
      35285406169282 ;                    2
      35285407428358 ;                    2
      35285407933465 ;                    2
      35285408288382 ;                    2
      35285408929268 ;                    1
      35285410293360 ;                    1
      35285410636653 ;                    1
      35285411172204 ;                    1
      35285411310344 ;                    2
      35285412005122 ;                    2
      35285412477579 ;                    2
      35285412598817 ;                    2
      35285413044298 ;                    2
      35285415469861 ;                    1
      35285416655125 ;                    2
      35285417266466 ;                    1
      35285417410268 ;                    2
      35285417645548 ;                    2
      35285417889941 ;                    1
      35285418569570 ;                    1
      35285418660303 ;                    2
      35285418990098 ;                    2
      35285419408582 ;                    1
      35285420852272 ;                    1
      35285421979604 ;                    1
      35285422069692 ;                    1
      35285423006653 ;                    1
      35285423845828 ;                    2
      35285424264935 ;                    2
      35285425259421 ;                    2
      35285426468804 ;                    2
      35285426972674 ;                    2
      35285427554398 ;                    2
      35285428352089 ;                    1
      35285428554745 ;                    1
      35285429902049 ;                    1
      35285430348611 ;                    2
      35285430547862 ;                    1
      35285431190931 ;                    2
      35285431423087 ;                    1
      35285431884660 ;                    1
      35285432879655 ;                    1
      35285433578914 ;                    2
      35285433741207 ;                    1
      35285434418539 ;                    1
      35285437067644 ;                    1
      35285437324482 ;                    1
      35285438756064 ;                    2
      35285441053793 ;                    2
      35285441105980 ;                    2
      35285441812954 ;                    2
      35285442386573 ;                    2
      35285442692822 ;                    1
      35285443361139 ;                    2
      35285444368773 ;                    1
      35285445291255 ;                    2
      35285445291688 ;                    2
      35285445640299 ;                    2
      35285445912141 ;                    1
      35285446073119 ;                    1
      35285447107540 ;                    2
      35285447107934 ;                    2
      35285447171163 ;                    1
      35285450228632 ;                    2
      35285450743509 ;                    1
      35285450774062 ;                    1
      35285451739058 ;                    1
      35285452049008 ;                    1
      35285454084620 ;                    2
      35285454289620 ;                    2
      35285455212197 ;                    2
      35285455272639 ;                    1
      35285456287271 ;                    1
      35285456290476 ;                    1
      35285456579034 ;                    1
      35285456772478 ;                    2
      35285459405539 ;                    2
      35285461328398 ;                    2
      35285461824088 ;                    1
      35285462075706 ;                    2
      35285462341660 ;                    2
      35285462699031 ;                    1
      35285462784315 ;                    2
      35285464291099 ;                    1
      35285464864167 ;                    1
      35285465772313 ;                    2
      35285466339238 ;                    2
      35285466615654 ;                    2
      35285468773268 ;                    1
      35285470191298 ;                    1
      35285470305224 ;                    2
      35285471160414 ;                    1
      35285471302305 ;                    2
      35285472028693 ;                    2
      35285473071403 ;                    1
      35285473284549 ;                    1
      35285473457089 ;                    2
      35285474766030 ;                    2
      35285477603217 ;                    2
      35285478522173 ;                    1
      35285478640361 ;                    2
      35285479374241 ;                    2
      35285479374247 ;                    1
      35285479405072 ;                    1
      35285479820580 ;                    2
      35285480124755 ;                    1
      35285481641865 ;                    2
      35285484277025 ;                    2
      35285484643671 ;                    2
