# Time Tags
# 2025-05-20 18:03:23
# Unit Time Tag: 80.955ps
# Unit Channel: 1
# Time Tag ; Channel
      46839463199571 ;                    2
      46839463437296 ;                    1
      46839463765172 ;                    2
      46839464161058 ;                    2
      46839464620762 ;                    2
      46839465163270 ;                    2
      46839465681192 ;                    1
      46839466314291 ;                    2
      46839466899686 ;                    1
      46839467494025 ;                    2
      46839467709918 ;                    1
      46839468332822 ;                    1
      46839468943011 ;                    2
      46839469065095 ;                    1
      46839471064056 ;                    2
      46839472042371 ;                    1
      46839473389983 ;                    2
      46839473729355 ;                    1
      46839476613582 ;                    2
      46839476955726 ;                    2
      46839476981621 ;                    1
      46839477720497 ;                    1
      46839478074854 ;                    1
      46839478389000 ;                    2
      46839479119280 ;                    2
      46839480393115 ;                    1
      46839481021457 ;                    2
      46839481608063 ;                    1
      46839481830012 ;                    2
      46839482849628 ;                    1
      46839483390843 ;                    2
      46839485280446 ;                    2
      46839485435321 ;                    2
      46839485494158 ;                    2
      46839486207866 ;                    1
      46839486978662 ;                    2
      46839487776256 ;                    2
      46839488027801 ;                    2
      46839492364175 ;                    1
      46839492487010 ;                    2
      46839492752336 ;                    2
      46839492994225 ;                    2
      46839493450880 ;                    1
      46839494933197 ;                    1
      46839495488052 ;                    2
      46839499346805 ;                    1
      46839500218503 ;                    2
      46839500238828 ;                    2
      46839500731494 ;                    1
      46839501558116 ;                    1
      46839501987950 ;                    1
      46839504128903 ;                    1
      46839504402319 ;                    1
      46839505866673 ;                    2
      46839506093762 ;                    2
      46839508929572 ;                    1
      46839509917083 ;                    2
      46839510757332 ;                    2
      46839510900261 ;                    1
      46839511879431 ;                    1
      46839513445375 ;                    2
      46839513860950 ;                    1
      46839514094495 ;                    1
      46839514421757 ;                    1
      46839515599399 ;                    2
      46839517825864 ;                    2
      46839517856233 ;                    2
      46839517921604 ;                    2
      46839518467262 ;                    1
      46839518743778 ;                    2
      46839519302934 ;                    2
      46839519303420 ;                    2
      46839519835509 ;                    1
      46839519901948 ;                    2
      46839519912066 ;                    1
      46839520288990 ;                    2
      46839520317600 ;                    2
      46839520410477 ;                    2
      46839522505763 ;                    2
      46839522643729 ;                    2
      46839523352817 ;                    2
      46839524070908 ;                    1
      46839524677903 ;                    2
      46839524744292 ;                    2
      46839524867014 ;                    1
      46839525280153 ;                    1
      46839525480673 ;                    1
      46839526142750 ;                    2
      46839526507179 ;                    2
      46839526511710 ;                    1
      46839526683734 ;                    2
      46839526735096 ;                    1
      46839526764457 ;                    2
      46839527166869 ;                    1
      46839527761938 ;                    1
      46839529496778 ;                    1
      46839529721364 ;                    2
      46839532914872 ;                    2
      46839534490281 ;                    2
      46839534672005 ;                    2
      46839535176447 ;                    1
      46839535193448 ;                    1
      46839536224155 ;                    2
      46839536224791 ;                    2
      46839536791916 ;                    1
      46839537396461 ;                    1
      46839537519569 ;                    2
      46839537865769 ;                    2
      46839538011221 ;                    2
      46839538266610 ;                    1
      46839539211555 ;                    1
      46839539283394 ;                    2
      46839539283818 ;                    2
      46839539815638 ;                    1
      46839541003552 ;                    2
      46839541513869 ;                    2
      46839543230821 ;                    1
      46839544000694 ;                    1
      46839544662198 ;                    1
      46839544708758 ;                    1
      46839545081611 ;                    1
      46839548129801 ;                    2
      46839548512090 ;                    2
      46839548660358 ;                    1
      46839549717305 ;                    1
      46839550034243 ;                    2
      46839551542931 ;                    2
      46839551851143 ;                    2
      46839551940798 ;                    2
      46839552047210 ;                    2
      46839553995653 ;                    2
      46839555149029 ;                    1
      46839555435812 ;                    2
      46839556086116 ;                    2
      46839556732525 ;                    2
      46839556807030 ;                    2
      46839556900878 ;                    1
      46839558366647 ;                    2
      46839559566567 ;                    1
      46839560719000 ;                    1
      46839562272025 ;                    2
      46839562740290 ;                    1
      46839563901422 ;                    1
      46839564681983 ;                    1
      46839564966349 ;                    2
      46839566306559 ;                    2
      46839566533322 ;                    2
      46839567030407 ;                    1
      46839568852851 ;                    1
      46839569741022 ;                    1
      46839570329996 ;                    2
      46839570415111 ;                    2
      46839571079303 ;                    1
      46839571127371 ;                    1
      46889232065094 ;                    2
      46889232224852 ;                    2
      46889233050592 ;                    2
      46889233656571 ;                    1
      46889234838338 ;                    1
      46889235052011 ;                    2
      46889236116193 ;                    1
      46889236189200 ;                    1
      46889238097499 ;                    2
      46889238596832 ;                    2
      46889238679855 ;                    1
      46889239323090 ;                    2
      46889240052582 ;                    1
      46889240761992 ;                    2
      46889242099918 ;                    1
      46889242509332 ;                    1
      46889246275460 ;                    1
      46889246840679 ;                    1
      46889247632105 ;                    1
      46889247638071 ;                    2
      46889248146046 ;                    2
      46889248736381 ;                    2
      46889249463785 ;                    2
      46889249727448 ;                    1
      46889249884658 ;                    1
      46889250908261 ;                    2
      46889251261540 ;                    2
      46889251292643 ;                    1
      46889251719998 ;                    1
      46889252773559 ;                    1
      46889257133868 ;                    2
      46889258318949 ;                    2
      46889259661983 ;                    2
      46889259848899 ;                    2
      46889260622728 ;                    1
      46889260721071 ;                    2
      46889260731944 ;                    1
      46889260837109 ;                    2
      46889263658690 ;                    2
      46889265141170 ;                    2
      46889265277085 ;                    1
      46889268916008 ;                    2
      46889270994795 ;                    2
      46889271653965 ;                    1
      46889271729881 ;                    2
      46889274336105 ;                    2
      46889275110452 ;                    1
      46889275843583 ;                    2
      46889276737751 ;                    2
      46889278302940 ;                    1
      46889278477963 ;                    2
      46889278900221 ;                    1
      46889279043411 ;                    1
      46889279394023 ;                    2
      46889280649415 ;                    2
      46889282777340 ;                    1
      46889282995604 ;                    2
      46889283363710 ;                    2
      46889285505801 ;                    2
      46889285545759 ;                    2
      46889285546846 ;                    2
      46889287002091 ;                    2
      46889287138474 ;                    2
      46889287203317 ;                    2
      46889289312748 ;                    1
      46889289522854 ;                    2
      46889289798094 ;                    2
      46889289993135 ;                    1
      46889291571618 ;                    1
      46889292550008 ;                    1
      46889293291969 ;                    2
      46889294252564 ;                    2
      46889294299152 ;                    2
      46889294568093 ;                    1
      46889294791836 ;                    2
      46889295432561 ;                    2
      46889296372589 ;                    2
      46889297039477 ;                    1
      46889298371669 ;                    2
      46889300257060 ;                    2
      46889301720177 ;                    2
      46889301720835 ;                    2
      46889303698292 ;                    1
      46889304501788 ;                    2
      46889305021042 ;                    1
      46889305410042 ;                    2
      46889306167019 ;                    2
      46889306253872 ;                    2
      46889307097378 ;                    1
      46889307276431 ;                    1
      46889307494230 ;                    1
      46889308654835 ;                    2
      46889308884060 ;                    2
      46889309544815 ;                    2
      46889310650563 ;                    1
      46889310955572 ;                    2
      46889311117502 ;                    1
      46889311404756 ;                    2
      46889312292381 ;                    1
      46889312961297 ;                    2
      46889312984244 ;                    1
      46889314853155 ;                    1
      46889314910796 ;                    1
      46889315056130 ;                    1
      46889316214517 ;                    2
      46889316969082 ;                    2
      46889317078003 ;                    1
      46889317094473 ;                    2
      46889318683086 ;                    2
      46889319612394 ;                    2
      46889320017923 ;                    2
      46889320595519 ;                    2
      46889320705938 ;                    2
      46889321332504 ;                    1
      46889321348395 ;                    2
      46889322563099 ;                    2
      46889322936520 ;                    1
      46889323072521 ;                    2
      46889323149245 ;                    1
      46889327505948 ;                    1
      46889327568872 ;                    2
      46889328913589 ;                    2
      46889328939374 ;                    1
      46889329271932 ;                    1
      46889332570043 ;                    1
      46889333067079 ;                    1
      46889333209543 ;                    1
      46889333289442 ;                    2
      46889335440928 ;                    2
      46889336811882 ;                    1
      46889339427447 ;                    2
      46889340313350 ;                    2
      46889341536222 ;                    2
      46889343038102 ;                    2
      46889343366225 ;                    1
      46889343851734 ;                    1
      46889344006750 ;                    1
      46889344222754 ;                    2
      46889346206628 ;                    1
      46889346346574 ;                    2
      46889346603941 ;                    2
      46889346805061 ;                    2
      46889346961329 ;                    1
      46889347003225 ;                    2
      46889347391866 ;                    2
      46889347645716 ;                    2
      46889347727490 ;                    1
      46889348700748 ;                    1
      46889348865047 ;                    2
      46889351521030 ;                    1
      46889352200875 ;                    1
      46889352260650 ;                    2
      46889353187490 ;                    1
      46889353214585 ;                    1
      46889353359808 ;                    1
      46889353839263 ;                    2
      46889354371167 ;                    2
      46889354523431 ;                    2
      46889354554514 ;                    1
      46889354983776 ;                    2
      46889355006199 ;                    1
      46889355660563 ;                    2
      46889355732015 ;                    1
      46889355756170 ;                    2
      46889356643389 ;                    1
      46889357465069 ;                    2
      46889358832483 ;                    2
      46889359093213 ;                    2
      46889359322426 ;                    2
      46889359602000 ;                    2
      46889359658000 ;                    1
      46889361049741 ;                    1
      46889361666760 ;                    1
      46889367489218 ;                    1
      46889367735789 ;                    1
      46889368457687 ;                    1
      46889368471015 ;                    2
      46889368732289 ;                    2
      46889371460064 ;                    1
      46889371940074 ;                    2
      46889372174024 ;                    2
      46889372665182 ;                    2
      46889373348389 ;                    2
      46889375012554 ;                    2
      46889375221624 ;                    1
      46889376126268 ;                    1
      46889376270018 ;                    2
      46889376931137 ;                    2
      46889378957328 ;                    2
      46889379245129 ;                    2
      46889379485843 ;                    2
      46889379897622 ;                    2
      46889381807914 ;                    2
      46889382080468 ;                    1
      46889383215043 ;                    1
      46889384388356 ;                    1
      46889386725769 ;                    2
      46889386726157 ;                    2
      46889387194415 ;                    1
      46889387635089 ;                    1
      46889387711447 ;                    2
      46889390479123 ;                    2
      46889390610616 ;                    1
      46889392239662 ;                    2
      46889392546229 ;                    2
      46889392546785 ;                    2
      46889393613135 ;                    2
      46889395000368 ;                    1
      46889395777015 ;                    1
      46889397035455 ;                    1
      46889397069249 ;                    1
      46889397464879 ;                    2
      46889398403667 ;                    1
      46889398445074 ;                    2
      46889398890543 ;                    1
      46889399288125 ;                    2
      46889400341427 ;                    2
      46889401409942 ;                    1
      46889402064836 ;                    2
      46889402625154 ;                    1
      46889402664409 ;                    2
      46889403712440 ;                    1
      46889405171599 ;                    1
      46889406194989 ;                    2
      46889406497381 ;                    1
      46889408524450 ;                    1
      46889411238976 ;                    2
      46889411510752 ;                    2
      46889411805600 ;                    2
      46889412022717 ;                    1
      46889413911685 ;                    2
      46889414470774 ;                    2
      46889415497278 ;                    2
      46889416145933 ;                    2
      46889416570280 ;                    1
      46889417500930 ;                    2
      46889417521857 ;                    1
      46889417585458 ;                    2
      46889419323866 ;                    1
      46889419626887 ;                    1
      46889419775760 ;                    2
      46889420660211 ;                    1
      46889420957970 ;                    2
      46889422129134 ;                    1
      46889427159287 ;                    1
      46889427316008 ;                    2
      46889427614710 ;                    1
      46889427865041 ;                    2
      46889430694934 ;                    2
      46889430819642 ;                    2
      46889431519993 ;                    2
      46889432515149 ;                    2
      46889434492902 ;                    2
      46889434550702 ;                    1
      46889436550548 ;                    2
      46889439154068 ;                    1
      46889440528340 ;                    2
      46889440853122 ;                    2
      46889440996281 ;                    2
      46889442550306 ;                    2
      46889443257828 ;                    2
      46889443258262 ;                    2
      46889443417518 ;                    2
      46889444147236 ;                    2
      46889445464108 ;                    1
      46889446714369 ;                    2
      46889448390340 ;                    2
      46889449564059 ;                    2
      46889450328905 ;                    2
      46889450700918 ;                    1
      46889451603971 ;                    2
      46889451993242 ;                    1
      46889452613944 ;                    2
      46889452822561 ;                    1
      46889453649874 ;                    2
      46889454050779 ;                    2
      46889454193636 ;                    1
      46889454495310 ;                    1
      46889454848927 ;                    2
      46889455147996 ;                    1
      46889455418780 ;                    1
      46889455456477 ;                    2
      46889455624052 ;                    2
      46889456100633 ;                    1
      46889456744752 ;                    2
      46889459988055 ;                    1
      46889460762838 ;                    2
      46889460763502 ;                    2
      46889461614110 ;                    1
      46889462856196 ;                    2
      46889463438453 ;                    2
      46889463796837 ;                    1
      46889464361165 ;                    2
      46889464965080 ;                    2
      46889468069865 ;                    2
      46889468856371 ;                    1
      46889468856745 ;                    1
      46889469113473 ;                    1
      46889469505590 ;                    2
      46889469870958 ;                    2
      46889470178319 ;                    2
      46889472052765 ;                    1
      46889472541211 ;                    1
      46889473037022 ;                    2
      46889473683009 ;                    2
      46889474023671 ;                    1
      46889474492911 ;                    2
      46889474779458 ;                    2
      46889474995552 ;                    2
      46889475539773 ;                    2
      46889476323846 ;                    2
      46889476624262 ;                    2
      46889477613990 ;                    2
      46889479097097 ;                    2
      46889479173534 ;                    1
      46889479953411 ;                    2
      46889480514897 ;                    2
      46889480996119 ;                    2
      46889483017782 ;                    1
      46889483089345 ;                    1
      46889485112115 ;                    1
      46889485809330 ;                    2
      46889486263153 ;                    2
      46889486629233 ;                    2
      46889486793335 ;                    2
      46889487745918 ;                    2
      46889488360360 ;                    2
      46889489406341 ;                    1
      46889490206977 ;                    1
      46889490426485 ;                    2
      46889490460677 ;                    2
      46889491450721 ;                    2
      46889491793581 ;                    1
      46889492109439 ;                    2
      46889492784686 ;                    2
      46889493897591 ;                    2
      46889493905053 ;                    1
      46889494157288 ;                    1
      46889494403318 ;                    2
      46889496270881 ;                    1
      46889498570109 ;                    1
      46889498823320 ;                    2
      46889499342731 ;                    2
      46889499455277 ;                    1
      46889500095077 ;                    2
      46889500545881 ;                    2
      46889500788750 ;                    2
      46889501636632 ;                    1
      46889501898696 ;                    1
      46889502107153 ;                    2
      46889502608313 ;                    1
      46889502959030 ;                    1
      46889503249090 ;                    2
      46889503557695 ;                    2
      46889504107143 ;                    1
      46889504202697 ;                    2
      46889504429811 ;                    2
      46889504439117 ;                    1
      46889504764186 ;                    1
      46889504850993 ;                    1
      46889505563337 ;                    1
      46889506433649 ;                    2
      46889507496446 ;                    2
      46889507854796 ;                    2
      46889509731133 ;                    1
      46889513321714 ;                    2
      46889515197705 ;                    1
      46889515382503 ;                    1
      46889516289821 ;                    2
      46889516731657 ;                    1
      46889516828793 ;                    2
      46889517203261 ;                    2
      46889517358878 ;                    2
      46889517362751 ;                    1
      46889517514072 ;                    1
      46889520271411 ;                    1
      46889520473865 ;                    2
      46889521044125 ;                    2
      46889521048856 ;                    1
      46889521260602 ;                    2
      46889522382284 ;                    2
      46889522852734 ;                    2
      46889523334042 ;                    2
      46889524241925 ;                    2
      46889525306951 ;                    2
      46889526743776 ;                    1
      46889527094885 ;                    2
      46889527599949 ;                    1
      46889527955749 ;                    2
      46889531149710 ;                    2
      46889531385311 ;                    2
      46889531493647 ;                    1
      46889532853330 ;                    1
      46889534064407 ;                    2
      46889538221876 ;                    1
      46889538593056 ;                    1
      46889539792394 ;                    1
      46889540610399 ;                    1
      46889543824969 ;                    1
      46889544105509 ;                    1
      46889545690798 ;                    1
      46889546002470 ;                    1
      46889546721101 ;                    1
      46889548173098 ;                    2
      46889548456559 ;                    2
      46889548780621 ;                    2
      46889550547218 ;                    2
      46889552517627 ;                    1
      46889553344299 ;                    2
      46889553442664 ;                    2
      46889553467121 ;                    1
      46889555590060 ;                    1
      46889555704972 ;                    1
      46889556187836 ;                    2
      46889556986500 ;                    2
      46889558608489 ;                    2
      46889558871946 ;                    2
      46889559163747 ;                    2
      46889559164761 ;                    2
      46889561060337 ;                    2
      46889562263144 ;                    2
      46889563236413 ;                    1
      46889563414731 ;                    2
      46889563486155 ;                    2
      46889563940318 ;                    1
      46889564483185 ;                    1
      46889564773861 ;                    2
      46889565254634 ;                    2
      46889565464826 ;                    2
      46889565517486 ;                    2
      46889566314670 ;                    2
      46889567381902 ;                    1
      46889567463768 ;                    2
      46889567463773 ;                    1
      46889567632081 ;                    1
      46889569404690 ;                    1
      46889570066117 ;                    1
      46889570131675 ;                    1
      46889570339596 ;                    2
      46889570394007 ;                    2
      46889570951275 ;                    1
      46889572611258 ;                    1
      46889574421700 ;                    2
      46889574646251 ;                    1
      46889575426435 ;                    1
      46889577544202 ;                    2
      46889577739394 ;                    2
      46889577961981 ;                    2
      46889578038069 ;                    1
      46889578486334 ;                    2
      46889578704491 ;                    2
      46889581577854 ;                    1
      46889582297311 ;                    2
      46889584126410 ;                    1
      46889584436755 ;                    2
      46889585779811 ;                    2
      46889585780173 ;                    2
      46889586616959 ;                    2
      46889587891015 ;                    2
      46889588207400 ;                    1
      46889589185382 ;                    1
      46889589198476 ;                    2
      46889589730644 ;                    2
      46889590298360 ;                    2
      46889590661528 ;                    1
      46889591410822 ;                    2
      46889591773400 ;                    2
      46889592796579 ;                    1
      46889592971434 ;                    1
      46889593059055 ;                    2
      46889595140990 ;                    1
      46889597294814 ;                    1
      46889598528779 ;                    1
      46889599731829 ;                    2
      46889601056133 ;                    2
      46889602545475 ;                    2
      46889602546747 ;                    2
      46889605063587 ;                    2
      46889606777565 ;                    1
      46889607025970 ;                    1
      46889609687036 ;                    1
      46889610776164 ;                    1
      46889610888180 ;                    2
      46889611730608 ;                    2
      46889612219572 ;                    2
      46889615278327 ;                    2
      46889616949544 ;                    2
      46889619732279 ;                    1
      46889620682958 ;                    2
      46889621208311 ;                    2
      46889622073679 ;                    2
      46889622195385 ;                    2
      46889623146035 ;                    1
      46889624697217 ;                    1
      46889626422555 ;                    2
      46889626942310 ;                    1
      46889627800406 ;                    1
