58874113725934;4
58874113679868;1
58874114059488;4
58874114074961;1
58874115079321;4
58874114993841;1
58874115579409;1
58874115378852;4
58874117117540;4
58874117102588;1
58874119718336;4
58874119740642;1
58874120316951;4
58874120368937;1
58874120441615;4
58874120431597;1
58874120891287;4
58874120869320;1
58874121025087;1
58874120934954;4
58874121204155;1
58874121233606;4
58874121233611;1
58874121233606;4
58874121311985;1
58874121270891;4
58874122108095;4
58874122108097;1
58874122205510;4
58874122205516;1
58874123327635;4
58874123284461;1
58874124166351;4
58874124191278;1
58874125432666;4
58874125432685;1
58874129480761;4
58874129489631;1
58874129715547;4
58874129699419;1
58874130373762;4
58874130392769;1
58874130464720;4
58874130392769;1
58874132526357;4
58874132519835;1
58874133322779;4
58874133399444;1
58874133432348;4
58874133449364;1
58874135816708;4
58874135832344;1
58874136539407;4
58874136255793;1
58874138643763;4
58874138605540;1
58874138786417;4
58874138759028;1
58874139177702;4
58874139145216;1
58874141059640;4
58874141029820;1
58874141212536;4
58874141141896;1
58874141493409;4
58874141457059;1
58874143544508;4
58874143560677;1
58874144404429;4
58874144464743;1
58874146669077;4
58874146586466;1
58874151638597;4
58874151638602;1
58874153217633;4
58874153225234;1
58874157172478;4
58874157056091;1
58874157763050;4
58874157721610;1
58874160508197;4
58874160501479;1
58874161594734;4
58874161652044;1
58874162524567;4
58874162462452;1
58874163381274;4
58874163332361;1
58874166072928;4
58874166132963;1
58874166148246;4
58874166132963;1
58874166198566;1
58874166183489;4
58874167560143;4
58874167521589;1
58874168954929;4
58874168938914;1
58874169049937;1
58874169000635;4
58874169408879;4
58874169236965;1
58874169507868;1
58874169433731;4
58874171367187;4
58874171417178;1
58874178678377;4
58874178567461;1
58874178709337;1
58874178698603;4
58874183026310;4
58874182964685;1
58874183112908;4
58874183112907;1
58874183194121;4
58874183242955;1
58874183929097;4
58874183926918;1
58874184192166;4
58874184066063;1
58874184905627;4
58874184991349;1
58874185270266;4
58874185272584;1
58874188415178;4
58874188357761;1
58874188720680;4
58874188708242;1
58874192010557;4
58874192010556;1
58874193676585;4
58874193692805;1
58874193858867;4
58874193888537;1
58874198391614;4
58874198370126;1
58874199581683;4
58874199581687;1
58874200731160;4
58874200769989;1
58874200831816;4
58874200831229;1
58874201766996;4
58874201767008;1
58874201959915;4
