35279076780921;1
35279077047568;2
35279077047572;1
35279077047568;2
35279083593035;1
35279079383936;2
35279083763745;2
35279083632643;1
35279089299798;2
35279089259208;1
35279093596201;1
35279091928382;2
35279096590277;2
35279095418478;1
35279098450185;1
35279099081716;2
35279100254136;1
35279099081716;2
35279102708103;2
35279102708112;1
35279104095115;2
35279104001365;1
35279105696879;2
35279104829455;1
35279107465488;1
35279107488280;2
35279110291850;1
35279110621391;2
35279114998517;1
35279114916307;2
35279117283342;2
35279116755792;1
35279126456959;1
35279126098937;2
35279127370708;1
35279126995071;2
35279128263215;1
35279128263205;2
35279129757535;2
35279129757543;1
35285304817972;2
35279129757543;1
35285309065905;1
35285310164424;2
35285310222910;1
35285310164424;2
35285311252972;1
35285311173760;2
35285319247431;1
35285319480249;2
35285321257485;1
35285321257476;2
35285323486317;1
35285323573155;2
35285326640835;1
35285326640828;2
35285327257348;1
35285327221103;2
35285328141247;2
35285328029484;1
35285329592390;1
35285329592383;2
35285330128100;1
35285330128095;2
35285333042980;2
35285330918079;1
35285334436195;1
35285333488870;2
35285338914167;2
35285338565905;1
35285341312828;1
35285341252260;2
35285342404872;1
35285341875685;2
35285351384862;1
35285351945055;2
35285352526798;1
35285352526798;2
35285357307190;2
35285358934639;1
35285359054239;2
35285358934639;1
35285361175041;2
35285361029136;1
35285362824428;1
35285362824400;2
35285363886796;1
35285363008363;2
35285366815268;2
35285365673379;1
35285367934257;1
35285367791665;2
35285371492485;1
35285369143155;2
35285378232856;2
35285378305904;1
35285379083976;2
35285378305904;1
35285381479252;1
35285380820951;2
35285384169565;2
35285384263694;1
35285384312417;2
35285384263694;1
35285387931894;1
35285387754836;2
35285389929984;2
35285390396556;1
35285393732543;2
35285394617070;1
35285395516091;2
35285394617070;1
35285396386700;1
35285396104252;2
35285398542942;1
35285398555074;2
35285400935296;1
35285400935289;2
35285403808721;1
35285403129555;2
35285408929268;1
35285408288382;2
35285411310344;2
35285411172204;1
35285415469861;1
35285416655125;2
35285417266466;1
35285417410268;2
35285417889941;1
35285417645548;2
35285418660303;2
35285418569570;1
35285419408582;1
35285418990098;2
35285423845828;2
35285423006653;1
35285428352089;1
35285427554398;2
35285430348611;2
35285430547862;1
35285431190931;2
35285431423087;1
35285433578914;2
35285433741207;1
35285438756064;2
35285437324482;1
35285442692822;1
35285442386573;2
35285444368773;1
35285445291255;2
35285445912141;1
35285445640299;2
35285447107540;2
35285446073119;1
35285447171163;1
35285447107934;2
35285450743509;1
35285450228632;2
35285454084620;2
35285452049008;1
35285455272639;1
35285455212197;2
35285456772478;2
35285456579034;1
35285461824088;1
35285462075706;2
35285462699031;1
35285462784315;2
35285464291099;1
35285462784315;2
35285465772313;2
35285464864167;1
35285468773268;1
35285466615654;2
35285470305224;2
35285470191298;1
35285471302305;2
35285471160414;1
35285473071403;1
35285472028693;2
35285473457089;2
35285473284549;1
35285478522173;1
35285478640361;2
35285479374247;1
35285479374241;2
35285479820580;2
35285480124755;1
35285481641865;2
35285480124755;1
35285486454205;1
35285486818368;2
35285487219047;1
35285486818368;2
35285488949391;2
35285489198767;1
35285490235856;2
35285489198767;1
35285490262631;1
35285490236217;2
35285492435074;2
35285492818068;1
35285494904938;2
35285495373120;1
35285496607793;2
35285496446682;1
35285497370766;1
35285497337673;2
35285499141509;2
35285497420668;1
35285499705109;1
35285499688337;2
35285505083071;2
35285504587613;1
35285506345285;1
35285506683473;2
35285510847319;1
35285506761288;2
35285512878409;2
35285512804476;1
35285516315475;2
35285516244866;1
35285517011098;2
35285516737493;1
35285522527425;1
35285523331216;2
35285523567925;1
35285523331216;2
35285524042393;2
35285523586382;1
35285527194968;1
35285527310102;2
35285529199961;1
35285528337339;2
35285530032360;2
35285529938236;1
35285531705174;1
35285531159184;2
35285532902326;2
35285532805844;1
35285533862416;1
35285533802747;2
35285534001862;1
35285534001855;2
35285535439689;1
35285535253328;2
35285537134369;1
35285536275697;2
35285539831643;2
35285537446822;1
35285543206478;1
35285543028591;2
35285545268143;1
35285545268135;2
35285548429130;1
35285548143111;2
35285550660366;2
35285550053862;1
35285553714123;2
35285552968210;1
35285555034176;1
35285554203489;2
35285556345978;2
35285555170157;1
35285556577705;1
35285556346586;2
35285557632741;2
35285557467298;1
35285559949418;2
35285559911129;1
35285566773871;1
